social_energy,talkativeness,party_liking,leadership,empathy,emotional_stability,curiosity,risk_taking,stress_handling,adventurousness,travel_desire,work_style_collaborative,decision_speed,sports_interest,reading_habit,personality_type_Extrovert,personality_type_Introvert
-1.473899588,-0.994223794,-0.764345412,-2.379384261,1.381908962,-0.329628738,-0.240135054,-1.154130683,0.360539627,-1.898896571,-0.147661026,-1.15040181,-1.367613849,0.212385731,1.520799246,FALSE,TRUE
1.819272837,0.890602484,1.496765313,0.570784952,0.351071827,0.498716343,-0.335185282,1.38425663,-1.247982109,0.009604376,0.530308381,-0.192121555,-0.404237772,-0.199387568,-1.851399022,TRUE,FALSE
0.111998575,1.319958035,1.221650853,0.509301436,-0.048288556,-0.165116883,0.297787082,0.570004101,-0.176733012,-0.409631566,1.525700525,0.042823853,1.806357125,-0.830989842,-0.535781177,TRUE,FALSE
-0.746163249,-0.47776923,-1.706154169,-1.871141004,-1.524517738,0.33958099,-1.847054743,-0.958724274,-2.553343194,-1.012879158,-1.707040263,0.342448847,-2.298130462,-0.759316896,0.192312989,FALSE,TRUE
1.399247133,1.636104341,0.526522954,-0.099589427,-1.342407339,-0.538570241,-0.656553808,-0.237831869,-0.699361239,0.736931969,0.963580524,-0.459705174,2.306251215,0.995305176,-0.921489041,TRUE,FALSE
-1.478112239,-1.198412569,-0.354548492,-0.728323274,2.247117379,-0.524756802,-1.483132135,-0.203512229,-1.593965357,-1.074235695,-0.397283212,1.254824296,-1.016938693,0.292600655,-0.130779495,FALSE,TRUE
-1.638586106,-0.905452538,-0.386722954,-0.824967679,0.340812153,-2.355029965,0.562394839,-0.383024691,0.305171428,-0.721874684,-1.233664694,-0.783003555,-0.362558178,-1.262916107,1.869851629,FALSE,TRUE
0.614378535,0.189350612,0.317066731,0.490116354,1.390202521,0.05566422,0.104325452,1.255197495,2.038354292,0.197597828,0.034305063,0.969136822,-1.171095324,-0.647478392,0.816635918,FALSE,FALSE
-0.605834511,0.872346274,-0.50962932,-1.506746737,-1.393298381,0.908210096,0.896669591,0.613084285,-0.130100675,0.338380295,-0.624228887,0.047359625,-0.005710639,0.774446604,-0.22122139,FALSE,FALSE
-0.372371463,-1.087316069,0.352510457,-1.159344227,-0.949645943,0.253538661,-0.574312801,0.501451869,-0.667994056,-0.587504542,-0.908089806,0.048258191,-1.001601122,-0.246881167,-0.22663525,FALSE,FALSE
-0.47731146,-1.00837752,-0.371852116,0.280025335,-0.13318846,0.923061119,0.078056077,-0.886316521,-0.291493994,-0.9547932,-1.370345616,0.505464864,-0.864727779,-1.384341338,1.7045674,FALSE,TRUE
-0.995387231,-1.402988939,0.103717431,-0.042289319,0.659316564,0.784715702,-1.025922986,-2.021151784,-0.33841271,-1.253327619,-0.238128638,-0.28662157,0.456339509,-0.922684436,1.660590146,FALSE,TRUE
-1.095784609,-0.331497769,-0.579276446,-0.7445074,0.994370624,-0.546861153,-0.072792651,-1.341715762,-0.937962237,-1.017167302,1.793593623,1.374408338,0.222349296,1.66686835,0.405833368,FALSE,FALSE
1.819272837,0.481646779,1.764792754,0.394423511,-0.819441991,0.785088646,0.797429179,2.133156086,-0.806203646,1.766474349,1.043350838,0.526966542,0.325467096,2.137101029,-0.163914615,TRUE,FALSE
-1.338567385,-0.690237842,-1.793302336,-0.261413083,2.111335191,0.288363454,-0.629959646,-0.539196695,1.342069606,-0.458291737,-1.250920594,0.08964917,-1.141892615,-1.802987854,1.272544827,FALSE,TRUE
0.764310916,-0.48315414,1.764792754,0.885484988,0.251362748,-0.773606312,-1.366482434,0.808810408,0.611428483,0.507883557,0.987971317,0.552918557,1.477135118,0.438354072,-0.48217409,TRUE,FALSE
-0.861067073,-1.098753948,-1.329546481,-2.008499334,-0.033960239,-0.122270002,-0.188675815,-1.859977265,2.078048206,-1.273542107,-2.701908969,-1.092387733,-0.664138648,0.31698652,0.562017451,FALSE,TRUE
0.376114565,-1.108654346,0.343082305,-0.963295564,-0.001721114,-0.890450102,0.976341645,0.422008575,1.950209393,0.829984267,0.575988039,-0.870025148,0.682600702,0.529979065,-0.76963713,FALSE,FALSE
0.175196634,-1.432795427,-1.678232131,-1.452880366,0.263674677,1.447740828,-1.058952883,-0.316909108,-0.141728304,-2.28463731,-0.782768649,-0.670761187,-1.582521998,-1.7019723,1.159156686,FALSE,TRUE
0.000286814,0.865545953,1.632289681,0.064503484,-0.309724967,2.674701628,0.565014111,1.566614307,-0.402224487,0.921643426,1.079354018,0.283368586,0.239839062,0.969279024,-0.259829465,TRUE,FALSE
-0.514595826,-1.259842488,-1.551674754,-0.522849981,-0.29112299,-0.283225709,-0.97208648,-0.314630961,1.176135488,-1.733884739,-0.006913481,-1.263746711,-1.261969513,-0.568250111,1.739407412,FALSE,TRUE
1.460553683,1.405082581,0.570193952,0.80834282,-0.692532591,0.43425593,0.25911892,1.723749263,-0.282983957,1.918539496,-0.185342666,-0.666306087,0.959031033,1.736315081,-0.847841048,TRUE,FALSE
0.925702173,1.747845728,1.727861227,1.278517447,-0.647033633,0.125503625,0.585834029,0.746261321,-1.201285807,0.557855361,0.020896754,1.449164721,0.706047821,1.585119924,-2.286833045,TRUE,FALSE
-0.538099415,0.165310832,-1.793302336,-1.041262,-0.060663619,0.904131717,0.566005522,-1.302622985,-1.097388212,-0.904971054,-1.236426862,0.22781811,-1.485664193,-1.247748448,0.731182385,FALSE,TRUE
0.564002967,-0.014963094,-0.428625379,-0.272057427,0.206642049,-1.88111686,-0.444643555,0.199096595,0.323957911,-0.917336465,0.941354782,-1.069916206,-0.068166048,-0.257269198,-0.310871844,FALSE,FALSE
-0.843493619,0.689594199,0.747643259,-0.133209313,0.348967991,1.102472869,-0.094197421,-0.517509531,-0.400731192,-1.372666508,0.176382951,0.138793289,-0.093344202,0.415098491,-0.033434273,FALSE,FALSE
1.059549404,0.872192091,0.19003484,-0.246941204,0.310802845,0.857329664,-0.665856595,0.180670117,-0.976644623,-0.903303855,-0.10086964,0.624591419,-0.442669535,0.121729207,0.172155782,FALSE,FALSE
-0.95092851,-0.297575922,0.344037646,-0.684039583,0.367465355,-1.138702049,-1.332111763,-1.030439148,0.837512284,0.123072209,0.057219221,0.785217363,-0.184478232,0.72648218,-0.515866331,FALSE,FALSE
0.319160283,1.737854502,0.787460618,0.332995561,-0.489669556,-1.081046846,-0.891169188,0.852105625,0.960790574,0.291245898,1.2991328,1.273719392,-0.044483628,-0.077694072,-0.395392377,TRUE,FALSE
-0.162802144,-1.322169579,-0.733964074,1.338113297,-0.183223641,-0.890419722,1.294327221,0.527905524,-0.798725374,0.138820889,0.170202196,0.02137142,-0.456439273,0.004723066,-0.099206758,FALSE,FALSE
0.153221163,-0.835789092,-1.159538936,-2.777868401,-1.079015457,0.370879071,-0.841258708,0.015024872,0.810206363,-1.02473942,-0.39066928,-1.362505422,-1.058979302,0.378541773,1.095783215,FALSE,TRUE
-1.20381511,-0.047333445,-1.369956526,-0.050223083,-0.336277704,-0.622378593,0.642409332,-0.735445526,-0.399889764,-0.069889527,-0.929459703,-1.835271615,-0.818737124,-0.074453043,0.925972554,FALSE,TRUE
-1.035903386,-0.955399474,-1.364569792,-0.701363013,0.515403637,0.609529437,-0.146987844,-0.552414416,0.558858845,-1.959256493,0.514467963,-0.773613404,-0.586191025,-0.814114766,0.896406515,FALSE,TRUE
-0.146273886,-1.130065302,-1.189031804,-0.905783419,-0.098833409,1.462106163,0.006239993,-0.872525645,-0.765597222,-1.400903799,0.13868624,-0.535437971,-1.374697267,-0.520280692,0.762760142,FALSE,TRUE
0.826559625,0.876589707,1.237813465,1.07373707,-1.116058397,1.567449208,0.899941678,1.493164272,0.236085324,1.072818842,-1.101510635,1.322378978,2.214740799,0.623747859,-1.122131755,TRUE,FALSE
-1.732593296,-0.129930079,-1.465809888,0.511166388,2.29125186,2.338676885,0.559821212,-0.941224903,-0.19924396,-1.232710812,0.320483652,-1.497356797,1.437587739,-1.021378138,0.384832718,FALSE,TRUE
-0.257261981,-0.970067582,0.228244714,0.482953268,0.705323633,0.186565855,-0.037340477,0.463097126,-0.071797436,-0.253051155,0.709463472,-0.325209613,1.067426913,0.016814733,0.012927536,FALSE,FALSE
1.819272837,0.758674678,1.696235289,0.921417031,0.301978733,1.267871088,2.269061638,0.239659173,0.277671312,0.673867523,0.531579441,0.555787217,0.539080074,0.409519527,-1.849513634,TRUE,FALSE
-0.973436076,-0.507438868,-0.818449196,-2.127658658,-0.699748327,-0.890826719,0.174441199,-1.6186079,0.23445319,-1.492003602,-2.693580188,-0.786529076,-0.656083327,0.143888349,0.835478471,FALSE,TRUE
1.819272837,1.186072258,1.764792754,1.261961736,-0.600110924,0.840582846,1.475339036,1.070862812,0.999170109,1.166922476,0.849426759,1.217853729,0.835823398,1.056644477,-0.595163798,TRUE,FALSE
-0.568080869,-0.299705368,-0.548450415,-0.442456686,-0.653119537,0.46944781,-1.528650358,-0.60086004,-0.235927546,-0.958868278,-1.413490104,0.060041321,-1.285450723,0.127718176,0.500001223,FALSE,TRUE
-0.395550851,0.400908356,0.496319948,0.068519201,-0.337813851,0.296360715,0.707118552,-0.557008469,1.410160103,0.641439277,0.663312441,-1.062375174,-0.610107698,-0.830787255,0.342087144,FALSE,FALSE
-0.985460976,-1.299776072,-1.395078763,-1.938842917,0.455104686,0.937935999,-1.452440614,-0.704674121,0.269625953,-1.07102666,-1.256126259,-2.101263389,-0.30280809,-0.63115178,1.664189093,FALSE,TRUE
-0.522193866,0.340137011,0.502536886,0.147463146,0.353021482,0.920221577,1.498697018,-0.590916121,0.213456428,-0.459272877,0.09965576,-0.259485119,-0.615495893,-0.935789493,-0.166006996,FALSE,FALSE
-0.409906392,-0.806019846,-0.013342694,-1.064773552,0.381252288,0.293310053,-0.80733643,-0.235207463,0.923313791,0.2690781,-0.301382997,-0.194095604,-0.625872905,0.161131905,0.744736131,FALSE,FALSE
1.705285524,-2.221092923,-0.294273665,-0.98069812,0.228795269,0.995401673,-1.029730535,-0.446696368,-0.016082644,-2.098953717,-1.862002826,-0.402685111,-0.954507416,0.495343434,0.66922135,FALSE,TRUE
-0.397515566,-1.38396151,-0.199331926,-0.791659707,-0.022870269,2.214680323,-1.009140054,-0.756176231,-0.485376544,-0.742549541,-0.757841693,-0.289987813,-1.135992227,-1.148369628,1.39657051,FALSE,TRUE
0.519536439,0.03773696,0.460925123,-0.906296249,-0.524831494,0.363185826,-0.168145461,-1.084063839,1.03434669,-1.594295517,1.453622177,-0.255996324,0.145597482,0.572360952,-0.217831547,FALSE,FALSE
-0.38240789,-0.499769263,0.111348475,0.223280252,0.024652974,0.70094636,2.269061638,0.842989362,0.086358461,0.811954292,-0.558987643,-0.750673325,0.518800031,0.052898509,0.451563987,FALSE,FALSE
0.950058799,0.094702881,0.179227794,-0.228026502,0.194358262,0.646627158,-0.465201865,-0.217588619,-0.613554506,0.661892022,-0.183451404,0.77003915,0.094793784,-0.903119237,-0.522705085,FALSE,FALSE
0.664353768,0.024854255,0.108677032,-0.215772066,0.599008716,0.555216341,1.087411952,-1.149100657,-0.323206241,0.687674906,0.150794299,0.018940368,-0.746731339,-0.518377233,-0.464240304,FALSE,FALSE
0.126897577,-2.136752337,-1.506827068,-2.240409823,-0.013461024,-0.711068915,-0.593996314,-0.590387597,0.458789803,-2.161568642,-0.276936539,-1.727083248,-0.606700816,-0.659382125,1.456645671,FALSE,TRUE
1.819272837,0.669036767,0.543993352,1.591602833,-0.438714356,2.166371882,1.303920649,1.119623268,0.849687834,0.623367895,0.592670656,1.851060856,-0.109087679,0.228450722,-0.015941934,TRUE,FALSE
-1.915289415,-0.447919376,-0.735798594,-0.075806761,-0.892391899,-0.189402919,0.349786224,-1.528428578,0.926424184,-0.864309111,0.328681083,-0.593551572,-0.914634913,-0.321495911,1.403620231,FALSE,TRUE
-0.678133752,0.282890798,-0.376877107,1.312997637,-0.502740871,-0.093843187,-0.363698442,-0.064128302,0.468875606,0.531770802,1.652623889,-1.070585768,-1.160760073,-0.126641738,0.975113044,FALSE,FALSE
0.399085559,0.574515979,1.193011084,1.438041623,0.826872891,2.618889811,0.544100033,1.826165344,0.400543788,0.994005191,0.409335741,0.300511212,0.241732397,1.016092724,-0.257149845,TRUE,FALSE
0.435452605,1.367554169,0.856377674,1.83617292,-2.541878318,-1.997682644,-0.407696575,1.305509772,0.774285492,0.270895336,1.761695016,-0.050657671,1.994644647,0.562268283,-0.649163348,TRUE,FALSE
-0.819947514,0.042929511,-1.592560371,-0.467435526,0.264087262,-0.730647389,-0.575166516,0.322725348,-0.412981855,0.236564619,-0.552712584,-0.366318026,-1.811371953,-0.498443751,1.869851629,FALSE,TRUE
-1.360925026,-1.27118644,-1.448862305,-0.001617796,0.244231672,0.531543927,0.636172892,-0.629526825,-0.734684784,-0.69776829,-0.848578142,-1.200637459,-1.6400331,-2.23519898,0.685301935,FALSE,TRUE
0.242947813,-0.56826114,0.113965472,-1.01035132,-0.224630483,0.607650078,1.86E-16,-0.767634077,-1.277819693,-1.954616216,0.347809469,1.052243198,-0.773115532,-0.782397486,-0.044520811,FALSE,TRUE
1.153684878,0.341426421,-0.378790861,1.357000819,-1.755648954,0.082820641,-0.840528968,0.960999601,1.780781344,0.214583004,-0.347035137,0.427687879,-0.240425869,0.824591301,-0.79192934,FALSE,FALSE
1.005126035,0.706594782,0.702340464,-0.233202916,-0.483671969,-0.224782902,-0.314672378,0.386299402,0.311915074,0.574862516,-0.199802795,-0.247903793,1.876468592,0.474015501,-1.432083018,TRUE,FALSE
1.184460894,-0.693404565,-0.495695435,-0.207704395,0.745936887,0.771308191,0.277143009,-0.110380693,-0.802795579,0.105790913,-0.927864638,-0.003239878,0.195377184,-0.266760577,0.833941964,FALSE,FALSE
1.819272837,1.798289925,1.167388873,0.415610974,0.26566191,-0.613548691,1.32611249,1.433779782,-0.546517594,0.676656341,-0.018757876,1.386331747,2.303996439,0.769176763,-2.124891482,TRUE,FALSE
-1.29037698,-0.358938186,-1.219881008,-0.118343477,0.207825651,-0.770960207,0.062115765,-0.822488229,-0.834243799,-2.172642061,-0.06349256,-0.41830883,-0.205275074,-0.205954668,0.302511802,FALSE,TRUE
-1.224653195,-0.178066177,-0.926512348,1.30966118,1.290898847,2.086842498,-1.73701922,0.662404583,0.863114196,-0.255265877,0.156847308,0.62558509,0.335095569,0.421156011,-2.17868315,FALSE,FALSE
-0.136174686,0.721220924,0.797002115,-0.638832236,0.357052039,0.408026103,0.339202605,0.043680009,-0.075768563,-0.747369241,0.78156181,0.246965189,0.097761825,0.471240555,-0.692738362,FALSE,FALSE
0.61733806,1.328941653,-0.170484975,1.109810628,-2.178807464,-0.061386556,-1.94041807,1.47471591,-0.095479439,-0.609281086,0.236971133,0.716436434,1.380886675,0.248249933,-1.354799206,TRUE,FALSE
0.121763415,0.716802295,-0.522239297,-0.999264047,0.417084934,-0.473169377,0.108637054,-0.551926808,-1.348587771,1.438741989,-0.812534886,-0.359899333,-1.58823694,0.59178238,-0.239309976,FALSE,FALSE
1.063273449,-0.086302983,0.880662604,1.346737477,0.908941025,2.032604034,0.649244156,0.838972379,0.234675913,1.679114373,-0.025317934,-0.2226637,1.683930385,1.816250154,-1.519075965,TRUE,FALSE
1.047346161,0.748251352,1.460490977,1.83617292,-0.296908836,-0.928966912,-0.121793899,0.439555764,0.760161824,1.085259167,0.707130888,1.409461598,1.652616267,1.719102277,-1.670793752,TRUE,FALSE
1.327277533,1.798289925,0.707871003,-0.397244273,-0.828239118,-0.876115088,1.108463687,0.594072297,0.487909454,-0.024250661,1.075612092,1.075357222,1.265867463,0.835598588,-0.515975887,TRUE,FALSE
-1.753305708,0.583620195,-1.44694388,-1.803161922,0.766614032,0.867272062,0.29070594,-2.171447472,-2.06159942,-0.93758767,-1.480386031,-1.740262574,0.144142983,0.608260353,1.041588757,FALSE,TRUE
-0.766528931,-1.250275665,-0.998621145,-0.290708973,-0.291342393,1.037548504,0.17592431,-1.231657547,2.194459294,-1.538674257,-1.315762012,-0.96698201,-1.234676823,-0.601149538,1.543477651,FALSE,TRUE
-1.283637726,-1.260772146,-1.33456063,-0.384901476,-0.813930071,0.217370175,-1.695894938,-0.511967247,-0.566392558,-0.37634036,-1.133300547,-1.272649354,-1.618636445,-0.556894108,0.326339352,FALSE,TRUE
1.130574752,1.4062365,0.335226597,1.119427659,-1.072131787,-0.194332864,1.337515293,0.109019192,-0.892687878,1.191337524,1.669910946,0.136652829,0.433794218,0.071271238,-0.701578361,TRUE,FALSE
-0.43471359,-0.807720889,-0.447789152,-2.352689647,0.135024236,-0.971136034,0.455397365,-1.865755936,0.707074258,-1.137338019,-0.948824484,-0.582744777,0.456280297,-1.386539728,0.901711992,FALSE,TRUE
0.265027341,1.315932785,1.378256883,1.205791674,0.060556596,1.810854066,0.60964102,0.392101258,0.038980128,1.200178358,1.23162365,0.244526981,-0.489520748,0.427528756,-2.053894749,TRUE,FALSE
-0.17465525,-1.314089715,0.456296771,0.806446067,1.091365731,1.191576653,-0.165644805,-1.006471397,0.735333046,-0.464698195,-2.491417404,-0.532937548,0.23974692,0.200012298,0.22526503,FALSE,FALSE
-1.088527405,-1.159216746,-0.982565046,-1.267455165,0.771764191,-0.2211899,-0.190134294,0.007310722,-0.548715746,-1.234138868,-1.201527011,-1.110191998,0.048329296,-0.809729676,1.082034969,FALSE,TRUE
0.696549144,1.479964318,0.995653225,0.676550593,-2.47E-16,0.053233404,0.890502455,0.606553108,0.729900922,1.531095155,1.522914476,0.516343857,0.998816553,1.658486948,-0.850589866,TRUE,FALSE
0.543072229,-1.429903641,0.731701668,-0.466223675,-0.224790819,-1.429936872,-1.355389433,0.840535773,0.282141738,-0.731728052,0.632282068,1.429163464,-0.787782242,0.134736901,0.017797256,FALSE,FALSE
-1.454253234,-1.990423515,-1.478832408,-1.185504464,-1.924102709,0.501669148,0.856018279,-0.759127217,-1.954836694,-1.540664185,-0.92698768,-0.423924697,-1.905381843,-0.472142685,0.160752093,FALSE,TRUE
-1.353995787,-2.084777151,-0.812793472,-1.401318639,0.225673467,-0.410235641,1.058858536,-0.893756387,-0.334333446,-2.156599929,0.290257108,-0.003075408,-0.322935819,-1.746417753,-0.18812547,FALSE,TRUE
-1.44789145,-0.622951464,-0.984980482,-1.479751185,0.303931184,0.80535284,2.219892008,-1.182649476,-0.835451219,-1.771344904,-1.753939113,-1.980448765,-0.171797335,-0.380037984,0.71489288,FALSE,TRUE
-0.35289416,-1.575749053,-1.027437631,-1.545177434,0.320515709,-0.817885822,-1.442965831,-1.462914544,-0.757202672,-0.37796773,-0.573648826,-0.438537607,-0.497438973,-2.182076018,1.175439816,FALSE,TRUE
-0.302964044,-0.734500303,-0.813186924,0.284793463,1.936518183,-1.398744163,1.909875284,-1.402248004,-0.566652614,-1.181106543,0.221621646,-0.222749927,-0.614281779,0.003901869,-0.292044308,FALSE,FALSE
0.275830716,0.022716382,-0.525653353,-0.163009797,0.204197837,0.044064133,0.367337918,-0.08521115,0.195357011,-0.189334693,-0.055446917,1.141472271,0.026649581,0.078791883,0.560657189,FALSE,FALSE
1.819272837,0.246463323,1.764792754,1.179249212,-1.290451799,0.080438288,1.121434943,0.832793838,0.004781551,0.34278392,1.204588101,1.306765525,1.042812145,1.453722238,-0.925665688,TRUE,FALSE
-0.049187429,0.261838809,0.312163318,0.000839901,-0.070662658,0.805768795,1.317117108,0.506173151,0.785357855,-0.54718499,-2.153375587,-1.105262312,-0.49610576,-0.798757521,0.573452559,FALSE,FALSE
0.672037742,1.444942119,-0.637907313,-0.636265171,-0.377875408,1.750111655,-1.152193075,0.004575926,1.691278445,-0.931376189,0.385920148,-0.82085392,0.210637515,-1.234385515,0.02626864,FALSE,FALSE
-0.000874495,-1.237569237,-1.793302336,-1.339585178,-0.640949101,1.458029813,-0.620682893,-0.997918683,0.096591861,-1.743460868,0.046641689,-1.362027639,-0.528273192,-1.775201562,-0.1125443,FALSE,TRUE
0.620465728,-1.181897658,-0.621273454,0.453122045,1.089660115,0.309170875,-1.077688714,0.13727124,0.176284845,0.325095964,0.152063077,0.718496553,0.444844887,0.008870858,0.90172606,FALSE,FALSE
0.998842945,0.721359205,0.577542639,1.561453158,0.733486699,-0.14168357,1.561732835,1.139414885,-1.650773666,0.949377148,0.334400385,0.936173609,0.770425899,-0.591866932,-2.175675516,TRUE,FALSE
0.386463688,0.284969191,0.337537621,0.902328873,-0.014513999,-0.362081318,0.844630157,-0.298908342,-2.27229684,0.630623254,0.204605424,-1.203345164,-0.044484698,-0.731965167,1.166239217,FALSE,FALSE
-0.786018094,0.224714185,-1.013776682,-0.637790686,1.787584884,-0.880597984,1.248168351,0.080821856,0.517820229,1.18308475,0.256793063,0.95371204,-0.574765986,1.55270108,0.271311805,FALSE,FALSE
-1.490503382,-0.509777483,-0.206038937,-0.134757389,-0.032637884,0.455776089,0.766481228,-1.198214568,0.828023885,-1.506484375,-0.85752423,-1.589857396,-1.270943089,-0.863624949,1.705844692,FALSE,TRUE
-1.383938359,-1.373281202,-0.852817075,-0.599245044,0.843156633,1.18279816,1.981317334,-1.898920983,-1.449692715,-0.718275262,-0.613083605,-2.805912043,-0.743568517,-0.529402812,1.04908769,FALSE,TRUE
0.345043825,-1.18411269,-0.438948313,-0.621484886,0.650769223,-0.696686429,1.667795429,-1.254171831,-0.569677336,-1.385708146,0.574687849,-0.094520821,-0.952670159,-0.058308145,1.012728501,FALSE,TRUE
0.515273159,-0.483882931,1.095867818,0.968892214,0.622425791,1.800058893,0.771684249,1.165272316,0.91671105,0.817763259,2.324528995,-0.041312147,1.83330762,2.077669476,-1.262981254,TRUE,FALSE
-0.506551732,0.359783742,-0.107571639,0.077498461,1.376587043,-1.208076478,1.26479861,0.377902578,0.95710718,0.005516888,-0.883047571,-1.450141519,-0.881924356,0.694865395,0.132139353,FALSE,FALSE
